,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
GDPQXUS,6060.87525,6387.4365,6682.8045,7052.71125,7275.99925,7257.3165,7441.485,7307.314,7642.2655,8195.29525,8537.00375,8832.61125,9137.74475,9519.42675,9869.00325,10055.1285,10044.2375,10398.04625,10684.17875,11114.64625,11413.01225,11843.599,12370.2995,12924.87575,13543.774,14096.033,14230.726,14472.7115,14877.3125,15449.75725,15987.9575,16433.1475,16762.4455,16781.48475,16349.1105,16789.7505,17052.4105,17442.75925,17812.167,18261.71425,18799.622,19141.67225,19612.1025,20193.89525,20715.6715,20284.5,21532.407,22075.93125,22723.71875,23358.43475,23819.687461,24353.285833,24811.705833
GECCBUS,,,,,,,,,,,,,,,0.0025,0.002799999,0.003000002,0.003199998,0.003399999,0.004199996,0.004500001,0.005299998,0.005700002,0.007100004,0.0067,0.007600002,0.008270003,0.008752998,0.011000005,0.011999999,0.013599996,0.014,0.014400004,0.014800002,0.0167,0.018500001,0.019700002,0.019699998,0.019700002,0.019700002,0.019700002,0.019699998,0.019700002,0.019814106,0.021207262,0.021231786,0.021411811,0.019700002,0.019700002,0.019699998,0.019629413,0.01967612,0.01967796
GECHCAP_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4,49.4,49.4,74.2,74.2,74.2,74.2,74.2,74.2,74.2
GECHCGW_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0494,0.0494,0.0494,0.0742,0.0742,0.0742,0.0742,0.0742,0.0742,0.0742
GECHGEN_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.033442,0.441753,0.448941,0.501703,0.542273,0.290649,0,0,0,0
GECMGEN_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.033442,0.441753,0.448941,0.501703,0.542273,0.290649,0,0,0,0
GEECBUS,0.011075938554,0.01233918008,0.012222927201,0.010159672025,0.013269160106,0.017309347015,0.019401187105,0.016523854957,0.020728245434,0.02641059958,0.031817685326,0.035170740328,0.036765873352,0.035143869156,0.049792827424,0.052661732734,0.054477507044,0.055062726375,0.057282583746,0.053006965783,0.045646616262,0.048889469682,0.050245460014,0.050408608219,0.050589768434,0.048085855058,0.046882589508,0.049444349744,0.049215476114,0.050535045212,0.050128234773,0.049706114818,0.049942170913,0.050634000036,0.051209541052,0.05192795522,0.052258424115,0.053098996273,0.053823188183,0.054172122757,0.054310765999,0.053997653573,0.054342153601,0.054365757138,0.051285649144,0.052683859359,0.052795322657,0.054888601714,0.055845561986,0.052569144,0.053908396,0.05407593,0.05392232
GEEPADD_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,2.9,144.1,70.6,13.3,47.1,0,24.4,105.3,20,31.8,24.8,96.6,81,20,0,47.5,56.7
GEEPCAP_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2404.6,2409.2,2592.1,2607,2514.3,2541.5,2516.6,2483.3,2394.9,2506,2522.5,2522.5,2648.6,2695.8,2695.5,2695.5,2743,2799.7
GEEPCGW_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4046,2.4092,2.5921,2.607,2.5143,2.5415,2.5166,2.4833,2.3949,2.506,2.5225,2.5225,2.6486,2.6958,2.6955,2.6955,2.743,2.7997
GEEPCONB,0.011075938554,0.01233918008,0.012222927201,0.010159672025,0.013269160106,0.017309347015,0.019401187105,0.016523854957,0.020728245434,0.02641059958,0.031817685326,0.035170740328,0.036765873352,0.035143869156,0.049792827424,0.052661732734,0.054477507044,0.055062726375,0.057282583746,0.053006965783,0.045646616262,0.048889469682,0.050245460014,0.050408608219,0.050589768434,0.048085855058,0.046882589508,0.049444349744,0.049215476114,0.050535045212,0.050128234773,0.049706114818,0.049942170913,0.050634000036,0.051209541052,0.05192795522,0.052258424115,0.053098996273,0.053823188183,0.054172122757,0.054310765999,0.053997653573,0.054342153601,0.054365757138,0.051285649144,0.052683859359,0.052795322657,0.054888601714,0.055845561986,0.052569144,0.053908396,0.05407593,0.05392232
GEEPGEN_CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.16298,9.126658,9.160148,8.864691,8.718301,8.302616,8.312055,8.294062,8.391185,7.740498,8.228121,8.165475,8.180223,8.05001,7.808582,8.098206198,7.9339051,8.3094658
GEEPGEN_COUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.01861812,15.09218,15.301428626,15.49983308,15.6231,15.687235,15.565705,15.604182225,15.823603,15.030964,15.431116,15.289673,15.878583,16.17481,15.148201,15.525379934,15.53206,15.48608
GEEPGEN_EAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEEPGEN_FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEEPGEN_HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200595,0.223888,0.260997,0.274841,0.253841,0.23034,0.260102,0.322592,0.110089,0,0.00964,0.183751,0.208346,0.192588,0.258939,0.27426665,0.3166912,0.3176531
GEEPGEN_MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEEPGEN_NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEEPGEN_NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98114812,2.06576,2.304229626,2.69657708,3.024872,3.329082,3.598859,3.54837,3.637867,3.567048,3.50726,3.621059,4.224056,4.401395,4.256339,4.209016746,4.1628585,3.9416045
GEEPGEN_NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEEPGEN_PJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEEPGEN_SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEEPGEN_SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEEPGEN_SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87449,3.899762,3.837051,3.938565,3.879927,4.055537,3.654791,3.761750225,3.794551,3.723418,3.695735,3.503139,3.474304,3.723405,3.08328,3.21815669,3.4352978,3.2350103
GEEPGEN_TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEEPGEN_US,3.246171909,3.616406823,3.582335053,2.97762955,3.888968378,5.07307943,5.686162692,4.842864876,6.075101241,7.74050398,9.325230166,10.307954375,10.775461123,10.300078885,14.593442973,15.434271024,15.966444034,16.137962009,16.78856499,15.535453043,13.37825799,14.328683963,14.726101997,14.773918001,14.827013023,14.093157989,13.740501028,14.491310007,14.424230983,14.810974564,14.691745244,14.568028962,14.637213046,14.839976564,15.008657987,15.21921312,15.316068,15.562425626,15.77467408,15.876941,15.917575,15.825807,15.926774225,15.933692,15.030964,15.440756,15.473424,16.086929,16.367398,15.40714,15.799646784,15.848753,15.803734
GEEPGEN_WECC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.01861812,15.09218,15.301428626,15.49983308,15.6231,15.687235,15.565705,15.604182225,15.823603,15.030964,15.431116,15.289673,15.878583,16.17481,15.148201,15.525379934,15.53206,15.48608
GEEPRET_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-3.3,-0.9,-23.6,-2.2,0,0,-17.6,-47.2,-7.4,-14.6,0,-44.7,-46.8,-14.1,0,0,0
GEEPTOT,0.0088936216685,0.009880892959,0.0098146165836,0.0081578891781,0.010654707885,0.01386087276,0.015578527923,0.013268122948,0.016644112989,0.021148917978,0.025548575797,0.02824097089,0.029521811296,0.028142292036,0.039982035542,0.042285674038,0.043743682285,0.044092792374,0.045996068466,0.042562885049,0.036652761616,0.039149409735,0.040345484923,0.040476487674,0.040621953488,0.038505896145,0.037645208296,0.039702219197,0.039518441049,0.040467143617,0.040251356833,0.039912408115,0.040101953551,0.040546384055,0.041119610923,0.041696474345,0.041961830216,0.042520288626,0.043218285329,0.043498468545,0.0436097946,0.043239909907,0.043634997833,0.043653950712,0.041180723268,0.042187857833,0.042392942441,0.044073778055,0.04484218631,0.042096010929,0.043286701874,0.043421247397,0.043297895616
GEICBUS,,,,,,,,,,,,,,,0.001800001,0.001899999,0.0021,0.002200002,0.002400002,0.002799999,0.003000002,0.002899997,0.003100004,0.003000002,0.004099998,0.004400004,0.004760001,0.004786999,0.003399999,0.003799999,0.004299998,0.004400003,0.004699998,0.004999998,0.004199996,0.004199996,0.004199996,0.004200001,0.004199996,0.004199996,0.004199996,0.004200001,0.004199996,0.004199996,0.004199996,0.004200001,0.004199996,0.004199996,0.004199996,0.004200001,0.004184945,0.004194904,0.004195295
GEINGEN_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERCBUS,,,,,,,,,,,,,,,0.005000004,0.005499999,0.005900003,0.006400003,0.006799998,0.006199997,0.006600001,0.006999997,0.007499996,0.007700004,0.008500001,0.008599998,0.009450001,0.010204,0.013000002,0.013999998,0.015899999,0.018300005,0.021999998,0.026400001,0.032799995,0.036799999,0.039600004,0.039599999,0.039600004,0.039600004,0.039600004,0.039599999,0.039600004,0.039600004,0.039600004,0.039599999,0.039600004,0.039600004,0.039600004,0.039599999,0.03945811,0.03955201,0.03955568
GETCBUS,0.033779666,0.037512989,0.037381668,0.03085122,0.040262489,0.05269915,0.059437459,0.050627309,0.063910065,0.08081086,0.097420679,0.107676893,0.11226953,0.106338015,0.161538796,0.170747287,0.177625811,0.178698802,0.185673318,0.173463733,0.152056598,0.163358593,0.16669768,0.168449641,0.170921035,0.164364304,0.164460598,0.171164096,0.173445339,0.17814672,0.180702761,0.18120028,0.185774215,0.192433129,0.200184503,0.207978644,0.212310919,0.211592042,0.117323188,0.117672123,0.117810766,0.117497654,0.117842155,0.117979861,0.116292912,0.117715647,0.118007133,0.118388603,0.119345564,0.116969832,0.117036694,0.117499,0.11735127
GETOCONB,0.011075938554,0.01233918008,0.012222927201,0.010159672025,0.013269160106,0.017309347015,0.019401187105,0.016523854957,0.020728245434,0.02641059958,0.031817685326,0.035170740328,0.036765873352,0.035143869156,0.049792827424,0.052661732734,0.054477507044,0.055062726375,0.057282583746,0.053006965783,0.045646616262,0.048889469682,0.050245460014,0.050408608219,0.050589768434,0.048085855058,0.046882589508,0.049444349744,0.049215476114,0.050535045212,0.050128234773,0.049706114818,0.049942170913,0.050634000036,0.051209541052,0.05192795522,0.052258424115,0.053098996273,0.053823188183,0.054172122757,0.054310765999,0.053997653573,0.054342153601,0.054365757138,0.051285649144,0.052683859359,0.052795322657,0.054888601714,0.055845561986,0.052569144,0.053908396,0.05407593,0.05392232
GETOGEN_US,3.246171909,3.616406823,3.582335053,2.97762955,3.888968378,5.07307943,5.686162692,4.842864876,6.075101241,7.74050398,9.325230166,10.307954375,10.775461123,10.300078885,14.593442973,15.434271024,15.966444034,16.137962009,16.78856499,15.535453043,13.37825799,14.328683963,14.726101997,14.773918001,14.827013023,14.093157989,13.740501028,14.491310007,14.424230983,14.810974564,14.691745244,14.568028962,14.637213046,14.839976564,15.008657987,15.21921312,15.316068,15.562425626,15.77467408,15.876941,15.917575,15.825807,15.926774225,15.967134,15.472717,15.889697,15.975127,16.629202,16.658047,15.40714,15.799646784,15.848753,15.803734
GETOPUS,0.0088936216685,0.009880892959,0.0098146165836,0.0081578891781,0.010654707885,0.01386087276,0.015578527923,0.013268122948,0.016644112989,0.021148917978,0.025548575797,0.02824097089,0.029521811296,0.028142292036,0.039982035542,0.042285674038,0.043743682285,0.044092792374,0.045996068466,0.042562885049,0.036652761616,0.039149409735,0.040345484923,0.040476487674,0.040621953488,0.038505896145,0.037645208296,0.039702219197,0.039518441049,0.040467143617,0.040251356833,0.039912408115,0.040101953551,0.040546384055,0.041119610923,0.041696474345,0.041961830216,0.042520288626,0.043218285329,0.043498468545,0.0436097946,0.043239909907,0.043634997833,0.043653950712,0.041180723268,0.042187857833,0.042392942441,0.044073778055,0.04484218631,0.042096010929,0.043286701874,0.043421247397,0.043297895616
GOVXRUS,1709.3175,1718.222,1738.92375,1788.78925,1820.97925,1853.938,1871.86475,1905.5055,1976.61825,2046.0205,2182.56075,2301.06375,2367.85025,2397.24475,2465.29875,2544.189,2574.73775,2586.6665,2565.48575,2567.65625,2580.767,2604.70475,2647.4145,2711.63825,2800.165,2851.16525,2958.6615,3090.5145,3153.886,3202.196,3226.19275,3277.2435,3335.8565,3420.0865,3542.7145,3539.65425,3426.85175,3355.9575,3275.59025,3247.26275,3313.57375,3378.50825,3397.1405,3464.9995,3600.3825,3722.69575,3718.64075,3672.71,3800.68775,3945.32175,3988.9975122,4041.4448333,4052.94975
HGPRPUS,,,,,,,1.9050631781,1.8095122466,1.8747649863,1.9885331421,1.9858725479,1.9635318356,2.0396506301,2.1199969945,2.0995561644,2.0579726027,2.1951068493,2.3040928962,2.3271561644,2.337969863,2.4163972603,2.492647541,2.5081123288,2.4329726027,2.5334027397,2.6160928962,2.5349643836,2.5511479452,2.3768054795,2.4538169399,2.2896759233,2.3660649041,2.4375279534,2.4132586639,2.5331337945,2.715027326,2.8165343671,3.0196309317,3.2102987589,3.6482327973,3.935966926,4.1190792923,4.389454589,4.9828683671,5.4097562904,5.7021294317,6.020128726,6.5220807699,7.0787109452,7.5980210738,7.9442338881,8.0994136384,8.1789612849
HHOLDS,939.47226921,962.52468867,983.02355136,999.70609384,1014.0844996,1028.6733194,1044.5747116,1061.3200986,1078.1304127,1094.439143,1109.7376145,1123.8996467,1137.500304,1151.2307281,1165.3930499,1180.2043614,1195.8899157,1212.4255804,1229.5947069,1246.7527191,1262.2531984,1273.9368772,1280.7239678,1283.4903763,1287.2172724,1284.2461154,1302.2436923,1318.2868077,1335.9082136,1345.5184301,1359.380443,1373.5659538,1389.033278,1395.404123,1397.1179615,1405.548,1419.3345,1433.676,1448.0791224,1460.0332041,1475.592,1486.6545,1495.821,1510.131,1523.049,1525.6854,1535.2113,1547.9646,1564.1136,1581.8181,1597.1718,1609.9356,1621.4664
HOFPPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085969821918,0.11428506575,0.11875878689,0.14389271781,0.16553429041,0.17680029041,0.18754382514,0.20492323014,0.21045765479,0.2116081726,0.21719419672,0.2226713726,0.22230145753,0.21344664932,0.12102240164,0.21097001096,0.22207966301,0.22041372603,0.22018049727,0.20895599178,0.21302937425,0.21184610411
HONIPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0051531479452,0.0038496502732,0.0024987561644,0.0024938,0.0019892794521,0.00055990437158,0.00064634246575,0.00020555616438,0.00012089589041,0.00020742896175,0.00021348219178,-2.5205479452E-07,8.2191780826E-08,-5.4644808806E-09,0.0007771229589,0.0025266123562,0.00252686
HOPSPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.353,0.513,0.491,0.253,0.353,0.341,0.294,0.194001,0.179998,0.178999,0.188997,0.188998,0.18792639,0.18279753,0.18306327
HORIPUS,,,,,,,,,,,,,,,,,,,0.04462739726,0.039315068493,0.04084109589,0.056407103825,0.064347945205,0.064164383562,0.06097260274,0.069513661202,0.072030136986,0.060306849315,0.066564383562,0.076346994536,0.070517841096,0.090882227397,0.11423833973,0.13319106831,0.14066360274,0.16461100274,0.18189576712,0.19139092077,0.20747682192,0.21287923288,0.21361350959,0.21782226503,0.22215603562,0.2225780137,0.21359709315,0.20591577322,0.21117539452,0.22209561644,0.22040524384,0.22017491803,0.20971271342,0.21555883863,0.21437920575
HPCHGEN_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPCMGEN_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPEPADD_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600
HPEPCAP_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22198.9,22292.6,22368.3,22389.3,22479.7,22569.7,22778.7,22810.4,22830.2,22778.3,23016.2,23007.7,23043.9,23147.4,23156.6,23184.6,23212.6,23840.6
HPEPCGW_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1989,22.2926,22.3683,22.3893,22.4797,22.5697,22.7787,22.8104,22.8302,22.7783,23.0162,23.0077,23.0439,23.1474,23.1566,23.1846,23.2126,23.8406
HPEPCONB,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.000752,0.311127,0.340514,0.345682,0.251682,0.00776095,0.00765127,0.01909817,0.01450722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00846391,-0.0231976,-0.022263202
HPEPGEN_CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.171265,-0.088793,0.574859,0.19629,-0.10474,0.11265,-0.259349,0.407454,-0.148574,-0.030615,-0.037126,-0.317434,-0.155048,-0.392677,-0.045688,0.29315266,-0.06963979,0.10393434
HPEPGEN_COUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.501132,-6.420516,-4.950496,-4.681033,-6.173548,-5.091488,-6.686127,-6.494548,-5.904539,-5.260744,-5.321205,-5.111684,-6.027858,-5.990028,-5.851862,-5.7589301,-6.7988283,-6.5249745
HPEPGEN_EAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.471433,-6.261279,-5.403883,-4.628349,-5.852683,-5.038706,-6.188904,-6.532515,-5.516938,-5.049258,-5.208606,-4.851631,-5.958729,-5.755607,-5.94343,-6.230823,-7.1410927,-7.3907046
HPEPGEN_FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPEPGEN_HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPEPGEN_MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.619683,-1.042057,-0.834979,-0.942575,-0.769723,-0.520965,-0.865705,-0.801879,-0.779545,-0.665377,-0.873563,-0.717505,-0.94856,-0.839571,-1.032924,-0.8383299,-0.9097228,-0.9121047
HPEPGEN_NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.327577,-0.434627,-0.304829,-0.368957,-0.451376,-0.477588,-0.494863,-0.441215,-0.460312,-0.434223,-0.401183,-0.423814,-0.398264,-0.374954,-0.478781,-0.4564894,-0.437887,-0.48562422
HPEPGEN_NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.067464,-0.191463,-0.200917,-0.273245,-0.230017,-0.238502,-0.296504,-0.323657,-0.234501,-0.183344,-0.137724,-0.033514,-0.011068,0.022008,0.06863,0.10941916,0.35603791,0.6977931
HPEPGEN_NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.529264,-0.433021,-0.412945,-0.442868,-0.49133,-0.422812,-0.470932,-0.415671,-0.430718,-0.315589,-0.327948,-0.381535,-0.450703,-0.372108,-0.409577,-0.4859685,-0.53713522,-0.6304075
HPEPGEN_PJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.392153,-2.160077,-1.975117,-1.929903,-2.110911,-1.714886,-1.928485,-2.044908,-2.066221,-1.763661,-1.7837,-1.850292,-2.379424,-2.524918,-2.673241,-2.9550931,-3.4983719,-3.742058
HPEPGEN_SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.934127,-2.284027,-1.896856,-1.264235,-2.078302,-2.249519,-2.67357,-2.958562,-1.813333,-2.122704,-1.775941,-1.479097,-2.004668,-1.671929,-1.581805,-1.739049,-1.8981105,-1.7268299
HPEPGEN_SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.331371,0.09253,0.020843,0.320189,0.048959,0.347064,0.244651,0.12972,0.033191,0.252296,-0.046271,0.000612,0.22289,0.027873,0.232898,0.24410695,0.14013472,0.106320087
HPEPGEN_SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20903,0.121019,0.079445,0.024271,0.013892,0.07307,0.05863,-0.04583,-0.004526,0.002473,0.062251,0.090895,0.096987,0.136248,0.068626,0.06932102,0.05586645,0.06400206
HPEPGEN_TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPEPGEN_US,,,,,,,,,,,,,,,,-3.507741004,-4.541434992,-4.176582011,-4.03557198,-3.377825017,-2.725130982,-3.088077967,-4.039905045,-4.46728002,-6.096898958,-5.538860015,-8.823444946,-8.74292796,-8.535065012,-8.488209991,-6.557787995,-6.557841943,-6.896352022,-6.288061995,-4.627345006,-5.501132,-6.420516,-4.950496,-4.681033,-6.173548,-5.091488,-6.686127,-6.494548,-5.904539,-5.260744,-5.321205,-5.111684,-6.027858,-5.990028,-5.851862,-5.7589301,-6.7988283,-6.5249745
HPEPGEN_WECC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029699,-0.159237,0.453387,-0.052684,-0.320865,-0.052782,-0.497223,0.037967,-0.387601,-0.211486,-0.112599,-0.260053,-0.069129,-0.234421,0.091568,0.47189288,0.34226463,0.86572943
